age,income,years_experience,gender,target
21,30048,3,M,0
41,26268,2,F,0
36,25153,2,F,0
47,22284,0,F,0
39,57647,21,F,1
56,96839,38,M,1
65,86607,34,M,1
57,86774,33,F,1
44,73195,25,M,1
32,48354,14,M,1
54,73860,27,M,1
18,20000,0,M,0
29,37900,11,M,0
26,35072,8,F,0
36,37513,8,M,0
35,52058,17,F,1
56,20000,0,M,0
28,24277,0,F,0
28,35295,10,M,1
47,68941,23,F,1
37,54949,19,F,1
32,20000,1,M,0
42,66999,24,F,1
20,22341,2,M,0
60,72334,27,F,1
43,47270,14,F,1
62,88075,34,F,1
45,49108,13,M,0
23,25063,1,F,0
63,22749,1,F,0
49,68642,23,F,1
28,42895,10,M,0
30,39990,12,F,1
34,24477,0,M,0
63,77386,27,M,1
63,72722,26,F,1
53,44161,11,F,0
47,76897,29,F,1
21,28252,3,F,0
31,42485,13,F,0
63,45860,13,M,1
45,77808,27,F,1
24,33573,6,F,0
33,48870,15,F,1
31,49092,13,M,1
54,29118,6,M,0
56,62639,23,M,1
44,22005,0,M,0
47,59582,20,M,1
32,51213,14,M,1
56,78157,29,F,1
59,67321,25,F,1
35,50847,17,F,1
28,38226,10,F,1
39,61143,21,M,1
63,96319,38,F,1
21,30098,3,M,0
20,27734,2,M,0
41,40789,10,F,0
31,43216,13,M,1
20,26836,2,M,0
48,82157,29,F,1
52,47074,14,M,0
48,75590,30,F,1
29,39339,11,F,1
27,27951,2,M,0
37,20000,2,M,0
35,50907,17,F,1
61,36251,9,F,0
53,65418,25,F,1
36,51370,18,F,1
34,52888,16,M,1
57,22429,0,F,0
28,42219,10,M,0
22,29715,4,F,0
54,91548,36,F,1
62,76950,27,M,1
53,80950,30,M,1
62,51966,14,M,0
65,42855,11,F,1
61,86386,34,F,1
31,24571,4,M,0
45,20000,0,M,0
26,38265,8,F,0
55,85309,34,M,1
46,26379,2,F,0
42,54470,18,M,0
25,32515,4,F,0
65,39027,12,M,0
36,25015,4,M,0
19,22467,1,F,0
23,25807,4,M,0
47,81072,29,F,1
19,25699,1,M,0
36,48513,13,M,1
30,42018,12,M,0
25,20000,0,F,0
26,32739,8,F,0
40,61602,22,F,1
54,49755,17,M,1
25,37814,7,M,0
26,34195,8,F,0
33,54719,15,F,1
33,45488,11,F,0
29,44946,11,F,0
42,70172,23,M,1
28,39839,10,M,0
35,54913,15,M,1
30,44998,12,F,0
52,63024,20,F,1
35,30667,3,F,0
60,91598,37,F,1
47,62138,23,F,1
60,34615,5,M,0
54,92463,36,M,1
47,27820,6,F,0
20,27584,2,M,0
46,72882,28,F,1
42,71982,24,F,1
19,21677,1,M,0
64,44818,13,M,0
22,29033,4,F,0
48,25262,4,F,0
22,26851,4,F,0
38,27643,3,M,0
65,76854,29,M,1
43,71795,25,M,1
24,30614,6,M,0
47,64626,21,F,1
51,84891,33,F,1
45,66055,25,F,1
31,49698,13,F,1
35,20000,0,M,0
61,80930,32,F,1
34,50597,16,F,0
42,65334,24,M,1
23,34453,5,M,0
22,30240,4,M,0
38,57995,20,F,1
56,37289,8,M,0
37,29569,7,F,0
28,20310,2,M,0
22,28962,4,F,0
55,36659,7,M,0
56,50608,14,M,1
52,38336,7,F,0
52,21584,1,F,0
42,72859,24,F,1
47,74828,29,F,1
19,23689,1,F,0
37,58780,19,M,1
53,30191,5,M,0
54,35781,8,M,1
19,23057,1,F,0
65,56498,18,F,1
61,69425,23,M,1
64,53074,19,M,1
44,74407,26,F,1
49,79635,31,F,1
21,23661,3,F,0
44,42433,12,M,1
47,28408,4,F,0
20,22930,2,M,0
63,35340,10,F,0
62,46953,15,F,1
44,69911,26,M,1
55,55974,18,M,1
53,72886,25,F,1
18,21242,0,M,0
52,84593,34,M,1
29,20000,2,F,0
52,73014,28,F,1
35,54542,17,F,1
63,79596,31,M,1
54,66522,21,M,1
40,26516,3,F,0
50,45361,15,F,1
31,24318,0,M,0
61,88156,33,F,1
18,20639,0,M,0
44,38395,10,F,0
41,28795,2,M,0
19,24748,1,F,0
29,45107,11,M,0
30,39016,9,M,0
44,48713,15,F,1
37,53396,19,M,1
64,77372,28,M,1
65,62822,21,M,1
54,36047,8,F,0
51,90887,33,F,1
23,27474,5,M,0
25,30460,7,M,0
38,29578,4,F,0
56,52867,18,M,1
38,44922,11,F,1
62,37279,11,M,0
23,23069,0,F,0
58,22024,1,F,0
61,75227,27,F,1
47,58068,18,M,1
27,38042,9,F,0
28,42617,9,F,1
18,22306,0,M,0
27,41580,9,M,1
42,64427,24,F,1
33,48412,12,M,1
36,53328,18,M,1
27,38412,9,M,0
64,33128,5,M,0
31,48100,13,F,1
20,22386,2,M,0
21,21691,3,F,0
57,78483,27,M,1
50,78349,31,F,1
37,54456,19,M,1
32,44907,14,F,0
24,31301,4,F,0
61,68433,23,F,1
20,24753,2,F,0
44,67985,26,F,1
54,55597,17,F,0
46,78841,28,F,1
43,23659,1,F,0
44,67784,26,M,1
42,72841,24,M,1
57,75591,27,F,1
60,43494,11,M,0
47,23126,1,F,0
61,32332,6,M,0
37,57554,19,M,1
24,20000,1,F,0
46,42565,9,M,0
63,39155,12,M,0
51,48850,15,M,1
43,73846,25,M,1
44,75850,26,M,1
61,40299,10,M,0
26,36779,8,M,0
39,34181,7,M,0
29,39287,11,F,1
23,25812,5,F,0
23,27355,5,F,0
44,72655,25,F,1
36,40821,11,F,0
23,22744,1,M,0
34,54154,16,M,0
46,72004,28,F,1
40,65294,22,M,1
34,55203,16,F,1
38,31405,6,M,0
27,33615,9,F,0
60,43966,12,F,0
25,34984,7,M,0
31,44750,13,M,0
48,80601,30,M,1
35,54963,17,M,1
64,22027,1,M,0
47,75964,29,M,1
35,48170,13,M,1
42,70365,24,F,1
54,46071,12,F,1
42,29898,3,F,0
47,51032,15,F,0
47,25003,1,M,0
53,92842,34,M,1
28,38354,10,F,0
65,58047,17,F,1
56,30380,7,F,0
44,68166,22,M,1
33,53357,15,M,1
55,67441,24,M,1
49,78405,31,F,1
46,80860,28,F,1
27,23944,2,F,0
47,58946,17,F,0
28,44091,10,F,0
32,45181,14,M,1
61,71016,28,F,1
40,39883,11,M,0
65,103772,40,F,1
40,63428,22,F,1
24,27839,6,M,0
31,47806,13,F,0
26,31433,8,F,1
45,65001,25,F,1
23,33134,5,M,0
60,73733,27,F,1
62,96817,37,F,1
39,29457,6,F,0
35,58320,17,M,1
61,80381,28,F,1
55,79478,29,M,1
39,63152,21,F,1
26,39527,8,F,0
35,31271,5,F,0
38,58139,20,F,1
32,51621,14,F,1
26,29085,6,F,0
59,58856,17,M,1
19,26931,1,M,0
31,27596,4,F,0
38,27523,5,F,0
60,54849,18,M,1
62,85626,35,M,1
51,49152,13,F,1
24,29381,6,F,0
32,43638,14,M,1
56,74960,27,M,1
29,46449,11,M,0
24,36876,6,F,0
22,31567,4,M,0
64,20000,2,M,0
56,43936,11,M,1
40,25262,4,M,0
45,72889,25,F,1
51,69151,26,F,1
42,41815,9,F,0
19,22858,1,F,0
26,32427,8,F,0
51,66888,25,F,1
63,70335,26,F,1
64,95615,40,F,1
49,33899,7,F,0
29,41186,11,F,0
36,60306,18,M,1
64,55479,20,M,1
55,20000,0,F,0
27,20859,1,F,0
27,41169,9,M,0
52,90417,34,F,1
58,45124,11,M,1
54,96101,36,F,1
49,45918,15,F,1
24,31731,6,M,0
27,36195,9,F,0
60,32149,6,M,0
55,96957,37,F,1
44,37572,8,F,0
49,65586,25,M,1
24,29582,6,M,0
65,53958,15,M,1
43,53815,16,M,1
39,60442,21,M,1
29,38601,11,F,0
41,62362,23,M,1
63,21306,1,F,0
46,79494,28,M,1
49,53205,18,M,1
33,45963,15,M,0
43,64051,22,F,1
23,33642,5,F,0
18,21831,0,M,0
30,43604,12,M,1
55,97114,37,F,1
23,29078,5,M,0
55,93563,37,M,1
29,41093,11,M,1
26,36153,8,M,0
37,55261,19,M,1
56,84563,30,M,1
44,72608,26,F,1
20,27707,2,M,0
41,67563,23,F,1
32,44110,14,M,0
51,82222,33,M,1
49,58370,17,M,1
38,61960,20,F,1
18,22627,0,M,0
50,88333,32,F,1
28,37389,10,F,1
20,22305,2,M,0
39,60979,21,F,1
27,40201,9,F,1
61,76062,29,M,1
55,71559,26,F,1
41,49432,13,M,1
24,29180,6,M,0
53,83766,32,F,1
18,20000,0,F,0
18,23628,0,M,0
43,51762,18,M,1
34,47016,16,M,1
28,42541,10,M,0
20,22879,2,F,0
27,33840,9,F,0
19,20000,1,F,0
49,58190,20,M,1
33,54479,15,M,1
65,41365,13,M,0
43,73237,25,F,1
57,45911,15,M,0
56,100383,38,M,1
27,39529,9,F,0
53,26805,4,F,0
47,69885,24,M,1
26,31380,8,M,0
22,31778,4,M,0
24,29089,6,F,0
53,94516,35,F,1
18,20000,0,F,0
44,75174,26,F,1
29,46536,11,F,1
33,44532,13,F,1
65,66409,25,F,1
25,34449,6,F,0
42,25405,2,F,0
30,40174,12,M,1
58,22246,1,M,0
27,35468,9,F,0
57,98618,38,M,1
50,42692,12,M,1
52,24031,1,F,0
54,41291,10,M,0
56,94417,36,F,1
45,78405,27,M,1
33,45511,15,F,1
25,38675,7,M,0
50,65079,22,M,1
52,50214,13,F,1
55,77238,29,F,1
29,39891,8,M,1
32,44796,14,M,1
34,54545,16,M,1
44,65810,22,F,1
38,39675,10,F,0
38,33516,5,F,0
34,44052,10,M,0
44,44388,11,M,0
29,42616,11,M,0
65,93187,39,M,1
61,41358,11,M,1
53,48917,16,M,1
45,71885,26,F,1
42,65138,24,F,1
26,35275,8,M,0
64,25314,1,M,0
54,68812,24,F,1
40,61431,21,F,1
28,42533,10,M,1
18,21537,0,F,0
33,47846,15,M,1
30,45081,12,M,1
37,58045,19,F,1
33,45076,11,F,1
33,44715,11,F,0
52,59900,19,M,1
49,47448,12,F,1
40,46418,11,M,0
42,64403,24,F,1
60,85423,35,M,1
45,78128,27,F,1
62,67083,26,F,1
19,20000,1,M,0
20,21869,2,F,0
48,81903,30,M,1
50,83199,32,F,1
50,25414,3,F,0
64,37069,10,F,0
52,29054,3,M,0
53,83287,30,F,1
43,65123,25,F,1
29,33488,8,M,0
61,31104,4,M,0
63,66519,23,M,1
28,20509,2,M,0
23,33160,5,M,0
42,71036,24,F,1
63,43472,10,M,0
51,24377,4,F,0
52,20000,1,M,0
38,55982,20,M,1
35,45903,12,F,1
25,32060,7,F,0
51,53510,15,F,1
65,96617,37,M,1
31,45322,13,M,1
36,41542,10,M,1
37,36042,8,M,0
21,27951,3,F,0
55,86475,34,M,1
49,85510,31,M,1
43,68196,23,F,1
45,70596,27,F,1
29,45578,11,M,0
27,35945,9,F,0
58,55398,20,F,1
52,47972,16,M,1
50,62339,23,M,1
31,46301,13,F,0
57,75516,29,F,1
40,42210,12,F,0
35,20827,2,F,0
61,77927,27,F,1
29,46170,11,M,0
59,51845,17,F,1
53,89907,33,F,1
42,35349,9,F,1
54,87091,36,F,1
57,60239,20,M,1
39,62844,21,M,1
23,26577,5,M,0
33,40143,12,F,0
40,60301,22,M,1
26,36223,8,M,0
60,82115,30,F,1
52,84358,34,F,1
46,41438,9,F,0
31,20000,0,F,0
22,22996,1,F,0
38,22553,1,F,0
23,28302,5,F,0
18,20000,0,M,0
48,54097,15,F,1
62,59110,19,F,1
58,51293,16,M,1
45,25584,5,M,0
20,25220,2,F,0
55,34823,5,F,0
40,24693,0,F,0
57,66936,23,F,1
21,25844,3,F,0
23,31587,5,F,0
29,37859,11,F,0
29,46998,11,F,0
24,30470,6,F,0
45,65885,23,F,1
43,33675,8,F,0
65,57660,21,F,1
24,32148,4,M,0
20,24592,2,M,0
30,43537,12,F,1
58,89436,36,F,1
28,40497,10,F,0
56,38751,8,F,0
40,60070,22,M,1
64,61700,20,M,1
18,20000,0,F,0
51,47037,16,F,1
48,84601,30,M,1
50,77617,28,F,1
64,51038,18,M,1
53,86159,33,M,1
53,33228,8,M,0
31,38200,10,M,0
54,43811,13,F,1
49,70065,27,F,1
45,74319,27,F,1
18,20000,0,F,0
64,102801,39,M,1
24,28861,6,M,0
33,47204,15,M,1
49,49848,15,M,1
41,45610,14,F,1
31,45172,13,M,1
64,27440,5,F,0
32,44584,14,M,1
18,20000,0,M,0
45,69996,27,F,1
36,57264,18,M,1
24,34970,6,F,0
35,58597,17,F,1
64,90351,34,F,1
30,40555,12,M,0
35,58437,17,M,1
21,27066,3,M,0
21,24218,3,M,0
44,61105,20,M,1
33,44876,10,M,1
31,45935,13,F,0
31,46464,13,F,0
24,35453,6,M,0
62,29306,5,M,0
31,49316,13,F,0
59,90087,37,F,1
62,71029,25,M,1
23,28026,5,M,0
60,75004,27,M,1
55,57126,21,F,1
44,31191,6,M,0
28,20000,0,M,0
48,77858,30,F,1
20,26560,2,M,0
18,20000,0,F,0
33,53162,15,M,1
61,56920,20,M,1
44,20000,0,M,0
63,49414,16,F,1
20,22664,2,F,0
25,31373,7,F,0
33,47435,15,F,1
64,70339,26,F,1
19,25598,1,F,0
46,80931,28,F,1
33,26797,3,F,0
46,79610,28,M,1
48,79849,30,M,1
59,20000,0,F,0
28,44874,10,M,0
49,34978,7,M,0
41,66028,23,F,1
36,52708,18,F,1
49,80353,31,M,1
27,38673,9,F,0
49,61150,23,F,1
40,24657,2,F,0
50,76193,30,M,1
47,79402,29,F,1
47,74548,29,F,1
24,24798,3,F,0
33,25442,3,M,0
60,31787,7,M,0
18,21638,0,M,0
47,20000,1,F,0
51,20000,2,M,0
51,82204,30,M,1
55,41713,9,M,1
48,73925,25,F,1
25,26749,1,M,0
37,47135,13,F,1
63,20154,1,F,0
46,54411,17,M,1
48,69301,26,F,1
38,39582,8,M,0
43,69398,25,F,1
48,40210,10,M,0
37,54842,19,F,1
39,63590,21,M,1
57,81593,32,F,1
43,52220,17,F,1
34,51980,16,M,1
42,40447,11,F,0
54,43297,14,F,1
44,60453,20,M,1
20,22839,2,M,0
41,67134,23,F,1
42,28399,6,M,0
27,33411,9,M,0
53,61361,21,M,1
59,80954,31,M,1
35,53121,17,F,1
62,34893,6,F,0
34,49104,16,M,1
31,44377,12,F,0
36,60630,18,F,1
35,57327,17,M,1
40,56754,20,F,1
25,21749,1,M,0
33,50007,15,M,0
42,59112,18,F,1
60,87454,33,M,1
49,34826,7,F,0
36,58236,18,F,1
35,48267,12,M,1
49,57020,17,M,1
63,28480,3,F,0
57,50371,17,F,1
32,46429,13,M,1
38,34209,7,M,0
28,39462,10,M,0
46,64742,23,M,1
49,54936,15,M,1
23,32211,5,M,0
36,20000,0,F,0
33,50351,14,F,1
29,35348,8,M,0
32,44320,14,F,1
28,29679,3,F,0
56,28296,4,M,0
27,29766,6,F,0
54,20000,1,M,0
41,25613,2,M,0
53,24452,0,M,0
18,20911,0,F,0
63,33845,6,F,0
34,30201,5,M,0
31,43807,13,F,0
55,94969,35,M,1
42,23309,4,F,0
54,93072,36,M,1
52,61850,20,M,1
39,64189,21,F,1
64,90169,34,F,1
24,22860,0,F,0
28,35860,10,M,0
27,35142,9,M,0
31,47588,13,F,1
52,25439,5,F,0
63,76507,30,M,1
53,48430,13,F,0
23,29859,5,F,0
22,29083,4,F,0
59,99146,38,M,1
24,27520,6,F,0
32,51983,14,M,1
38,57384,20,M,1
35,54788,17,F,1
18,23651,0,M,0
21,30860,3,F,0
28,37334,10,M,0
27,42938,9,M,0
62,50486,17,M,1
36,28233,3,F,0
59,90880,35,F,1
47,43761,12,M,1
58,92510,36,M,1
58,37862,9,F,0
37,62666,19,M,1
44,71106,26,M,1
29,40041,11,M,0
31,28854,3,F,0
51,38658,9,M,0
59,94574,39,F,1
55,97286,37,F,1
19,22703,1,M,0
49,26001,1,F,0
35,53835,17,F,1
38,59743,20,M,1
63,34593,5,F,0
28,36925,10,F,1
47,46762,11,M,1
36,54331,18,F,1
65,30735,7,M,0
57,36864,9,M,0
47,49781,16,M,0
52,20000,0,M,0
21,20612,2,F,0
38,62146,20,F,1
22,23506,4,M,0
53,67945,25,M,1
44,70417,24,M,1
24,33169,6,F,0
48,20000,2,F,0
37,56020,19,M,1
42,69304,24,F,1
55,43952,12,M,1
42,72733,24,M,1
34,47659,16,F,1
63,61219,21,M,1
54,47769,12,M,1
32,30867,7,M,0
27,40092,9,M,0
51,26794,4,M,0
61,30240,4,F,0
60,87293,33,F,1
24,30929,6,M,0
56,40540,10,M,1
42,68037,24,M,1
56,27567,6,F,0
63,49087,15,F,0
61,53437,17,M,1
45,31614,5,M,0
59,20000,0,M,0
44,65370,22,F,1
54,94338,36,F,1
56,36147,7,M,0
55,44434,11,F,0
45,28572,4,F,0
51,72649,26,M,1
46,63492,20,F,1
62,91986,36,M,1
65,42345,12,M,0
25,30271,7,M,0
30,41608,12,M,0
63,57953,21,F,1
54,78589,31,M,1
20,24731,2,F,0
31,31553,8,M,0
49,84267,31,M,1
40,63526,22,F,1
40,65415,22,M,1
30,31546,6,M,0
58,33171,9,F,0
56,27875,4,F,0
38,47334,15,F,1
60,39638,8,M,0
65,70389,24,F,1
48,80683,30,F,1
24,27066,6,M,0
53,51111,14,M,1
36,53699,18,F,1
39,59399,21,M,1
41,61310,23,M,1
41,67157,23,M,1
38,60532,20,F,0
60,101540,40,F,1
30,41564,12,M,1
23,31000,5,M,0
45,76316,27,M,1
49,65992,22,M,1
30,41744,12,M,1
51,41160,10,F,0
49,55557,17,M,1
31,43014,13,F,1
49,51922,14,M,1
62,99909,39,M,1
22,28245,4,M,0
52,44743,14,F,0
21,22957,3,M,0
31,26274,2,F,0
35,53911,17,F,1
28,42951,10,M,0
36,52446,15,M,1
19,20000,1,F,0
51,30849,4,F,0
20,22079,2,F,0
46,35323,10,F,0
40,65751,22,M,1
65,38777,9,M,1
18,20000,0,M,0
59,37741,7,M,0
23,34754,5,M,0
34,49241,16,M,1
36,55300,18,M,1
61,72754,28,F,1
65,83517,32,F,1
19,25825,1,M,0
32,29509,6,F,0
40,65265,22,M,1
36,56186,18,M,1
50,28478,4,M,0
23,28519,5,M,0
36,32094,8,M,0
47,24616,0,F,0
39,66492,21,M,1
20,20410,2,M,0
22,24243,4,F,0
47,44787,13,M,0
20,21980,2,M,0
56,51941,16,F,1
56,39944,8,F,0
45,77975,27,F,1
18,20000,0,M,0
39,34429,6,F,0
62,91059,38,M,1
62,58262,20,M,1
64,44932,14,M,1
56,84157,33,F,1
34,23382,3,F,0
59,42898,11,M,1
45,77383,27,F,1
47,68500,23,M,1
57,55784,20,M,1
25,32824,7,F,0
44,73714,26,M,1
58,75608,27,F,1
62,20517,2,F,0
42,20000,0,F,0
30,48767,12,F,1
51,43603,10,F,0
56,54726,19,F,1
24,29547,5,F,0
39,62883,21,M,1
50,80818,32,M,1
63,85247,35,F,1
55,63957,23,F,1
48,76416,29,F,1
62,24259,0,F,0
50,72717,25,F,1
39,36104,9,F,0
44,54512,19,M,1
44,49155,16,F,1
38,46481,15,M,1
52,77490,31,F,1
64,36237,8,M,0
27,34971,9,F,0
64,68508,26,M,1
45,58558,21,F,1
57,55703,20,M,1
54,93304,36,M,1
58,64962,24,M,1
50,20996,2,M,0
25,21149,2,F,0
54,23935,3,F,0
58,93758,36,M,1
50,88724,32,F,1
36,36545,9,F,0
47,79482,29,M,1
31,50116,13,M,1
31,23601,1,F,0
53,35657,8,M,0
24,29624,6,M,0
60,70874,24,M,1
51,82587,30,M,1
49,71602,28,F,1
59,48612,13,F,1
50,70116,27,F,1
31,32556,7,M,1
42,72520,24,M,1
45,73071,27,M,1
59,68370,26,F,1
56,36023,8,F,1
47,42672,12,F,1
48,84324,30,M,1
41,62962,19,M,1
21,22514,3,M,0
31,41039,9,M,1
26,37553,8,M,0
53,24762,2,M,0
23,30250,5,F,0
41,20000,0,M,0
43,47645,14,F,1
51,54525,15,M,1
18,20264,0,F,0
40,23660,0,M,0
34,53574,16,F,1
53,36514,9,F,0
54,32663,7,M,0
62,58063,19,M,1
37,31029,8,M,0
43,28020,6,F,0
28,40697,10,F,1
37,59672,19,M,1
18,20992,0,F,0
61,101151,40,M,1
30,47857,12,M,0
53,74927,25,M,1
61,98621,39,M,1
55,34632,9,F,0
30,48035,12,F,0
31,42163,13,F,1
29,41110,11,M,1
51,87666,32,F,1
44,75388,26,M,1
29,27643,2,M,0
55,83736,31,M,1
53,87789,34,F,1
18,23613,0,F,0
43,74104,25,F,1
57,60584,18,F,1
57,40000,11,F,0
38,56455,20,F,1
49,28880,3,F,0
42,67463,23,M,1
29,29973,6,M,0
42,54490,16,M,1
43,67876,25,F,1
53,61797,23,F,1
33,48640,15,F,1
31,44477,13,M,1
63,52213,18,M,1
51,74094,25,F,1
41,63699,23,F,1
25,34470,7,F,0
44,60693,22,M,1
56,80132,30,F,1
30,43435,12,M,1
46,72810,28,M,1
48,69801,25,F,1
60,36299,7,M,0
36,51706,18,M,1
27,39816,9,M,0
60,79347,29,F,1
65,83839,33,F,1
57,25201,1,M,0
51,40186,12,M,1
63,34197,9,M,0
60,70602,24,M,1
18,20994,0,M,0
36,51667,18,M,1
18,20000,0,M,0
41,70894,23,F,1
42,65172,24,F,1
21,23475,3,F,0
41,52358,15,F,1
56,72451,28,M,1
37,53438,19,F,1
50,54055,15,F,1
45,49084,14,M,1
60,71657,26,F,1
62,84443,32,F,1
52,71619,24,F,1
41,68708,23,M,1
57,38333,11,F,0
61,45893,13,M,0
19,22603,1,F,0
40,65664,22,M,1
50,42011,11,F,1
31,48173,13,F,1
32,47661,14,F,1
49,27703,6,F,0
40,46983,11,M,1
21,24736,3,M,0
37,62244,19,M,1
48,79451,30,F,1
24,28017,5,M,0
18,20000,0,M,0
22,25916,4,M,0
31,46354,13,M,1
47,80850,29,F,1
55,84449,31,F,1
40,62245,22,M,1
24,20000,2,M,0
61,25231,2,F,0
56,69789,26,F,1
33,46279,15,M,0
26,33143,8,F,0
56,42109,12,M,0
63,35791,10,M,0
51,32689,7,M,0
48,75187,30,F,1
62,72149,28,M,1
24,30776,6,M,0
19,20000,1,M,0
23,33582,5,M,0
61,37513,7,F,0
51,87729,33,F,1
34,54807,16,F,1
43,20011,1,F,0
29,40965,11,F,0
37,57216,19,F,1
58,44163,10,F,0
63,69348,23,M,1
52,73343,28,F,1
52,67456,22,F,1
46,31584,4,M,0
65,63892,23,F,1
55,46464,13,M,1
48,50728,16,F,1
57,92374,38,F,1
30,20543,0,F,0
43,46412,11,F,1
39,59893,21,F,1
25,31838,7,M,0
57,86116,35,F,1
24,20773,2,F,0
22,29830,4,M,0
18,20000,0,F,0
62,84041,31,M,1
57,56420,16,M,1
28,32056,7,F,0
49,20669,2,F,0
24,35702,6,M,0
46,52691,18,M,1
47,73554,29,M,1
38,47508,15,F,0
56,20790,2,M,0
65,65401,23,M,1
61,65943,25,M,1
60,35635,10,F,1
58,73618,26,M,1
56,89514,36,F,1
37,38202,10,F,0
39,62016,21,F,1
46,26917,5,F,0
63,94603,38,M,1
21,20000,2,M,0
20,28822,2,M,0
26,33965,8,F,0
22,24470,4,M,0
20,22622,2,F,0
42,72948,24,M,1
49,81234,31,M,1
50,25388,4,F,0
35,27645,4,F,0
62,25097,2,M,0
53,80334,30,M,1
58,78656,27,F,1
46,23531,4,M,0
56,81423,29,M,1
64,49799,16,M,1
62,45125,15,M,1
19,26276,1,M,0
28,44053,10,F,1
48,52437,14,F,1
21,26101,3,M,0
46,76552,28,F,1
20,28020,2,M,0
19,20553,1,M,0
61,101433,39,M,1
53,84057,32,F,1
31,50282,13,F,1
65,53447,16,M,1
21,24240,2,F,0
61,54713,17,F,1
47,34363,6,M,0
36,58814,18,F,1
36,50867,14,M,1
61,42076,9,F,0
48,48345,15,F,1
32,46273,14,F,1
46,56276,20,M,1
20,27947,2,F,0
36,39936,10,F,0
39,60736,19,M,1
64,81999,33,M,1
37,57940,19,M,1
24,31614,6,M,0
21,21647,3,M,0
18,23434,0,F,0
58,43618,13,F,1
24,32448,6,F,0
39,60456,21,M,1
54,94966,36,M,1
47,24328,3,M,0
26,34301,8,F,1
44,67091,26,M,1
55,51991,18,F,1
40,67425,22,F,1
29,36661,10,F,1
30,41384,12,M,1
50,53889,17,F,1
32,48596,14,M,1
33,46954,15,F,1
51,43745,10,F,0
26,20000,1,F,0
59,59153,18,F,1
44,63126,20,M,1
65,52388,16,M,0
32,45143,14,F,1
52,49856,14,M,0
51,86247,33,M,1
57,93525,36,F,1
47,59167,19,F,1
65,28482,3,M,0
40,55714,16,F,1
26,38573,8,F,0
49,33359,7,F,1
52,83321,34,M,1
49,67848,26,F,1
62,76866,30,F,1
33,34004,7,F,0
49,70503,24,M,1
42,40653,8,M,0
47,20000,0,F,0
54,89576,35,F,1
54,75300,29,M,1
52,46685,13,F,1
62,28838,3,F,0
25,36924,7,M,0
57,50750,13,F,1
64,99484,39,F,1
53,90792,35,F,1
42,21362,2,M,0
35,50318,17,M,1
56,32956,5,M,0
27,35663,9,F,0
18,24224,0,M,0
21,28542,3,M,0
43,66711,25,F,1
28,35986,10,M,1
32,52242,14,M,1
49,28302,5,F,0
32,47292,14,F,1
45,72328,27,M,1
40,66868,22,F,1
20,25903,2,M,0
49,25899,3,F,0
37,56469,19,F,1
31,37056,10,M,0
52,88553,34,M,1
57,50575,14,M,1
59,69254,23,M,1
26,36944,8,M,1
64,76514,27,M,1
41,64363,23,M,1
58,29964,3,M,0
21,23316,3,F,0
29,37846,11,M,1
41,44799,11,F,1
18,22836,0,M,0
31,43109,13,F,0
48,37461,8,F,0
27,39540,9,F,0
50,62886,20,F,1
53,31377,4,F,0
59,43020,10,F,0
52,23951,4,M,0
65,53565,15,M,1
35,43373,11,M,0
42,70319,24,F,1
29,38742,11,F,1
45,62391,21,M,1
26,39560,8,M,0
41,68515,23,F,1
37,57140,19,M,1
43,68363,25,M,1
22,29203,3,F,0
44,45189,15,M,0
45,37906,9,M,1
54,82238,32,F,1
57,45593,11,F,1
24,35944,6,F,0
36,56783,18,M,1
39,59187,21,F,1
35,56704,17,F,1
32,52640,14,F,1
50,69990,24,F,1
56,28601,4,M,0
22,30077,4,M,0
57,46781,13,F,0
54,81871,30,F,1
22,24249,4,F,0
54,41590,13,F,1
60,25340,5,F,0
24,27589,6,F,0
19,20000,1,F,0
47,49347,16,M,1
28,23737,3,M,0
54,69713,27,F,1
56,31355,6,M,0
50,26244,5,M,0
26,40628,8,M,0
28,35773,10,F,0
29,41804,11,F,0
27,34944,9,M,0
28,40554,10,F,0
50,39677,12,F,0
37,62383,19,F,1
22,25979,4,F,0
64,102052,40,M,1
41,21782,1,F,0
49,21104,1,F,0
48,71787,25,F,1
59,22475,0,M,0
61,70076,27,M,1
31,49824,13,F,1
36,59293,18,M,1
59,65794,23,M,1
41,65510,23,F,1
49,71433,27,F,1
29,40093,11,M,0
38,64792,20,M,1
53,91553,35,M,1
42,71177,24,M,1
31,31034,4,M,0
25,34226,7,M,0
46,60595,21,F,1
42,27948,2,M,0
40,59952,22,F,1
53,79866,30,M,1
65,82328,29,M,1
29,37299,11,F,0
29,43613,11,M,0
35,58160,17,F,1
53,94594,35,M,1
65,59146,22,M,1
36,51494,18,M,1
65,83024,33,F,1
52,62060,23,F,1
44,69970,24,M,1
20,20000,1,F,0
30,31599,5,F,0
55,90361,37,M,1
58,81740,31,M,1
36,44985,12,F,0
60,47333,15,M,1
52,71805,25,M,1
32,41717,9,F,0
33,29638,3,F,0
52,42469,13,F,0
22,29118,4,F,0
24,35506,6,F,0
38,64268,20,F,1
58,98315,38,F,1
18,20000,0,F,0
42,39510,10,M,0
47,33360,7,F,0
36,32554,5,M,0
41,61591,23,M,1
63,89873,36,F,1
32,45087,14,F,1
52,39104,9,M,0
41,61738,23,F,1
53,36892,6,F,0
31,44096,13,F,0
39,57776,19,F,1
56,77575,27,M,1
25,38484,7,M,0
65,94648,37,M,1
33,35018,8,F,0
